Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Lead_Time_Days
2192,US-2022-140221-CHO-NUT-13000,2024-05-03,2024-08-30,Second Class,140221,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,119.0
2193,US-2022-125185-CHO-FUD-51000,2024-05-03,2024-08-28,Second Class,125185,United States,Bethlehem,Pennsylvania,18018,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,117.0
2194,US-2022-140221-CHO-NUT-13000,2024-05-03,2024-08-30,Second Class,140221,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,119.0
2195,US-2022-153108-CHO-FUD-51000,2024-05-03,2024-08-30,Standard Class,153108,United States,New Castle,Indiana,47362,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,119.0
2196,US-2022-140221-CHO-TRI-54000,2024-05-03,2024-08-30,Second Class,140221,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,119.0
2197,US-2022-109001-CHO-NUT-13000,2024-05-03,2024-08-30,Standard Class,109001,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,119.0
2198,US-2022-109512-CHO-SCR-58000,2024-05-03,2024-08-26,Same Day,109512,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,115.0
2199,US-2022-151785-CHO-MIL-31000,2024-05-03,2024-08-31,Standard Class,151785,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,120.0
2200,US-2022-109512-CHO-SCR-58000,2024-05-03,2024-08-26,Same Day,109512,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,115.0
2201,US-2022-140221-CHO-FUD-51000,2024-05-03,2024-08-30,Second Class,140221,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,119.0
2202,US-2022-109001-CHO-MIL-31000,2024-05-03,2024-08-30,Standard Class,109001,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,119.0
2203,US-2022-120320-CHO-MIL-31000,2024-05-03,2024-08-30,Standard Class,120320,United States,Houston,Texas,77036,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,119.0
2204,US-2022-109001-CHO-NUT-13000,2024-05-03,2024-08-30,Standard Class,109001,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,Lot's O' Nuts,119.0
2205,US-2022-153108-CHO-TRI-54000,2024-05-03,2024-08-30,Standard Class,153108,United States,New Castle,Indiana,47362,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,119.0
2206,US-2022-142944-CHO-FUD-51000,2024-06-03,2024-09-01,Standard Class,142944,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,90.0
2207,US-2022-142944-CHO-NUT-13000,2024-06-03,2024-09-01,Standard Class,142944,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,90.0
2208,US-2022-146255-CHO-MIL-31000,2024-07-03,2024-08-31,First Class,146255,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,59.0
2209,US-2022-146255-CHO-MIL-31000,2024-07-03,2024-08-31,First Class,146255,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,59.0
2210,US-2022-146255-CHO-MIL-31000,2024-07-03,2024-08-31,First Class,146255,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,59.0
2211,US-2022-146255-CHO-SCR-58000,2024-07-03,2024-08-31,First Class,146255,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,59.0
2212,US-2022-105627-CHO-SCR-58000,2024-08-03,2024-09-02,Standard Class,105627,United States,Kenosha,Wisconsin,53142,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,30.0
2213,US-2022-105627-CHO-MIL-31000,2024-08-03,2024-09-02,Standard Class,105627,United States,Kenosha,Wisconsin,53142,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,30.0
2214,US-2022-105627-CHO-FUD-51000,2024-08-03,2024-09-02,Standard Class,105627,United States,Kenosha,Wisconsin,53142,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,30.0
2215,US-2022-107741-CHO-MIL-31000,2024-08-03,2024-08-31,First Class,107741,United States,Pueblo,Colorado,81001,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,28.0
2216,US-2022-105627-CHO-FUD-51000,2024-08-03,2024-09-02,Standard Class,105627,United States,Kenosha,Wisconsin,53142,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,30.0
2217,US-2022-132136-CHO-MIL-31000,2024-08-03,2024-09-02,Standard Class,132136,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,30.0
2218,US-2022-160213-CHO-NUT-13000,2024-08-03,2024-09-03,Standard Class,160213,United States,Long Beach,New York,11561,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,31.0
2219,US-2022-105627-CHO-MIL-31000,2024-08-03,2024-09-02,Standard Class,105627,United States,Kenosha,Wisconsin,53142,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,30.0
2220,US-2022-110345-CHO-SCR-58000,2024-09-03,2025-09-01,Second Class,110345,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,363.0
2221,US-2022-123155-CHO-FUD-51000,2024-09-03,2025-09-02,First Class,123155,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,364.0
2222,US-2022-123155-CHO-TRI-54000,2024-09-03,2025-09-02,First Class,123155,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,364.0
2223,US-2022-146829-CHO-FUD-51000,2024-10-03,2025-08-31,Same Day,146829,United States,Houston,Texas,77041,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,332.0
2224,US-2022-118906-CHO-MIL-31000,2024-10-03,2025-08-31,Same Day,118906,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,332.0
2225,US-2022-128083-CHO-MIL-31000,2024-12-03,2025-09-07,Standard Class,128083,United States,Plantation,Florida,33317,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,278.0
2226,US-2022-128083-CHO-MIL-31000,2024-12-03,2025-09-07,Standard Class,128083,United States,Plantation,Florida,33317,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,278.0
2227,US-2022-128083-CHO-SCR-58000,2024-12-03,2025-09-07,Standard Class,128083,United States,Plantation,Florida,33317,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,278.0
2228,US-2022-148705-CHO-MIL-31000,2024-12-03,2025-09-08,Standard Class,148705,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,279.0
2321,US-2022-122140-CHO-TRI-54000,2024-02-04,2024-09-28,Standard Class,122140,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,237.0
2322,US-2022-136378-CHO-FUD-51000,2024-02-04,2024-09-28,Standard Class,136378,United States,Houston,Texas,77070,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,237.0
2323,US-2022-122140-CHO-NUT-13000,2024-02-04,2024-09-28,Standard Class,122140,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,Lot's O' Nuts,237.0
2324,US-2022-122140-CHO-NUT-13000,2024-02-04,2024-09-28,Standard Class,122140,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,237.0
2325,US-2022-159513-CHO-MIL-31000,2024-02-04,2024-09-30,Standard Class,159513,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,239.0
2326,US-2022-142811-CHO-SCR-58000,2024-02-04,2024-09-28,Standard Class,142811,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,237.0
2327,US-2022-110667-CHO-FUD-51000,2024-04-04,2024-09-29,Standard Class,110667,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,178.0
2328,US-2022-112452-CHO-NUT-13000,2024-04-04,2024-09-25,Same Day,112452,United States,Lansing,Michigan,48911,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,174.0
2329,US-2022-110667-CHO-SCR-58000,2024-04-04,2024-09-29,Standard Class,110667,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,178.0
2330,US-2022-110667-CHO-SCR-58000,2024-04-04,2024-09-29,Standard Class,110667,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,178.0
2331,US-2022-112452-CHO-MIL-31000,2024-04-04,2024-09-25,Same Day,112452,United States,Lansing,Michigan,48911,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,174.0
2332,US-2022-110667-CHO-NUT-13000,2024-04-04,2024-09-29,Standard Class,110667,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,178.0
2333,US-2022-112452-CHO-NUT-13000,2024-04-04,2024-09-25,Same Day,112452,United States,Lansing,Michigan,48911,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,174.0
2334,US-2022-112452-CHO-SCR-58000,2024-04-04,2024-09-25,Same Day,112452,United States,Lansing,Michigan,48911,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,174.0
2335,US-2022-112452-CHO-NUT-13000,2024-04-04,2024-09-25,Same Day,112452,United States,Lansing,Michigan,48911,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,174.0
2336,US-2022-167010-CHO-FUD-51000,2024-05-04,2024-10-01,Standard Class,167010,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,150.0
2337,US-2022-161452-CHO-NUT-13000,2024-05-04,2024-10-02,Standard Class,161452,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,151.0
2338,US-2022-167010-CHO-MIL-31000,2024-05-04,2024-10-01,Standard Class,167010,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,150.0
2339,US-2022-167010-CHO-FUD-51000,2024-05-04,2024-10-01,Standard Class,167010,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,150.0
2340,US-2022-167010-CHO-FUD-51000,2024-05-04,2024-10-01,Standard Class,167010,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,150.0
2341,US-2022-102855-CHO-FUD-51000,2024-05-04,2024-09-27,Same Day,102855,United States,Spokane,Washington,99207,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,Lot's O' Nuts,146.0
2342,US-2022-167010-CHO-SCR-58000,2024-05-04,2024-10-01,Standard Class,167010,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,150.0
2343,US-2022-136476-CHO-MIL-31000,2024-05-04,2024-10-01,Standard Class,136476,United States,Bristol,Tennessee,37620,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,150.0
2344,US-2022-119942-CHO-TRI-54000,2024-05-04,2024-09-28,First Class,119942,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,147.0
2345,US-2022-167010-CHO-TRI-54000,2024-05-04,2024-10-01,Standard Class,167010,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,150.0
2346,US-2022-102855-CHO-TRI-54000,2024-05-04,2024-09-27,Same Day,102855,United States,Spokane,Washington,99207,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,146.0
2347,US-2022-167010-CHO-SCR-58000,2024-05-04,2024-10-01,Standard Class,167010,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,150.0
2348,US-2022-167010-CHO-TRI-54000,2024-05-04,2024-10-01,Standard Class,167010,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,150.0
2349,US-2022-124541-CHO-TRI-54000,2024-06-04,2024-10-01,Standard Class,124541,United States,Houston,Texas,77041,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,Wicked Choccy's,119.0
2350,US-2022-124541-CHO-NUT-13000,2024-06-04,2024-10-01,Standard Class,124541,United States,Houston,Texas,77041,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,Lot's O' Nuts,119.0
2351,US-2022-124541-CHO-SCR-58000,2024-06-04,2024-10-01,Standard Class,124541,United States,Houston,Texas,77041,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,119.0
2352,US-2022-100888-CHO-SCR-58000,2024-06-04,2024-10-01,Standard Class,100888,United States,Jacksonville,North Carolina,28540,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,119.0
2353,US-2022-124541-CHO-TRI-54000,2024-06-04,2024-10-01,Standard Class,124541,United States,Houston,Texas,77041,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,119.0
2354,US-2022-124541-CHO-SCR-58000,2024-06-04,2024-10-01,Standard Class,124541,United States,Houston,Texas,77041,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,119.0
2355,US-2022-140025-CHO-TRI-54000,2024-07-04,2024-10-02,Standard Class,140025,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,30.0,8,19.6,10.4,Wicked Choccy's,90.0
2356,US-2022-130554-CHO-NUT-13000,2024-07-04,2024-09-30,First Class,130554,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,88.0
2357,US-2022-166492-CHO-NUT-13000,2024-07-04,2024-10-01,First Class,166492,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,89.0
2358,US-2022-166492-CHO-SCR-58000,2024-07-04,2024-10-01,First Class,166492,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,89.0
2359,US-2022-140025-CHO-FUD-51000,2024-07-04,2024-10-02,Standard Class,140025,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,90.0
2360,US-2022-142027-CHO-SCR-58000,2024-09-04,2024-10-05,Standard Class,142027,United States,Long Beach,California,90805,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,31.0
2361,US-2022-101000-CHO-FUD-51000,2024-09-04,2024-10-05,Standard Class,101000,United States,Norwich,Connecticut,6360,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,31.0
2362,US-2022-116512-CHO-MIL-31000,2024-09-04,2024-10-05,Standard Class,116512,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,31.0
2363,US-2022-134201-CHO-TRI-54000,2024-10-04,2024-10-07,Standard Class,134201,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,3.0
2364,US-2022-168767-CHO-FUD-51000,2024-10-04,2024-10-06,Standard Class,168767,United States,Sacramento,California,95823,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,2.0
2365,US-2022-134201-CHO-MIL-31000,2024-10-04,2024-10-07,Standard Class,134201,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,3.0
2366,US-2022-125563-CHO-TRI-54000,2024-11-04,2025-10-08,Standard Class,125563,United States,Tampa,Florida,33614,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,338.0
2367,US-2022-125563-CHO-TRI-54000,2024-11-04,2025-10-08,Standard Class,125563,United States,Tampa,Florida,33614,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,338.0
2368,US-2022-111164-CHO-SCR-58000,2024-11-04,2025-10-06,Standard Class,111164,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,336.0
2369,US-2022-136987-CHO-FUD-51000,2024-11-04,2025-10-05,Second Class,136987,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,335.0
2370,US-2022-111164-CHO-FUD-51000,2024-11-04,2025-10-06,Standard Class,111164,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,336.0
2371,US-2022-136987-CHO-FUD-51000,2024-11-04,2025-10-05,Second Class,136987,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,335.0
2372,US-2022-111164-CHO-SCR-58000,2024-11-04,2025-10-06,Standard Class,111164,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,336.0
2373,US-2022-145415-CHO-MIL-31000,2024-12-04,2025-10-08,Second Class,145415,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,308.0
2481,US-2022-161998-CHO-TRI-54000,2024-01-05,2024-10-26,Standard Class,161998,United States,Tampa,Florida,33614,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,295.0
2482,US-2022-161998-CHO-SCR-58000,2024-01-05,2024-10-26,Standard Class,161998,United States,Tampa,Florida,33614,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,295.0
2483,US-2022-104486-CHO-MIL-31000,2024-01-05,2024-10-27,Standard Class,104486,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,296.0
2484,US-2022-104486-CHO-TRI-54000,2024-01-05,2024-10-27,Standard Class,104486,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,296.0
2485,US-2022-104486-CHO-SCR-58000,2024-01-05,2024-10-27,Standard Class,104486,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,296.0
2486,US-2022-161998-CHO-SCR-58000,2024-01-05,2024-10-26,Standard Class,161998,United States,Tampa,Florida,33614,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,295.0
2487,US-2022-145821-CHO-MIL-31000,2024-01-05,2024-10-28,Standard Class,145821,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,297.0
2488,US-2022-116687-CHO-NUT-13000,2024-02-05,2024-10-28,Standard Class,116687,United States,Houston,Texas,77095,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,266.0
2489,US-2022-116687-CHO-SCR-58000,2024-02-05,2024-10-28,Standard Class,116687,United States,Houston,Texas,77095,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,266.0
2490,US-2022-112130-CHO-FUD-51000,2024-03-05,2024-10-28,Standard Class,112130,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,237.0
2491,US-2022-107937-CHO-TRI-54000,2024-03-05,2024-10-29,Standard Class,107937,United States,Chula Vista,California,91911,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,238.0
2492,US-2022-112130-CHO-SCR-58000,2024-03-05,2024-10-28,Standard Class,112130,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,237.0
2493,US-2022-112130-CHO-MIL-31000,2024-03-05,2024-10-28,Standard Class,112130,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,237.0
2494,US-2022-150770-CHO-SCR-58000,2024-03-05,2024-10-27,First Class,150770,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,236.0
2495,US-2022-112130-CHO-FUD-51000,2024-03-05,2024-10-28,Standard Class,112130,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,237.0
2496,US-2022-150770-CHO-FUD-51000,2024-03-05,2024-10-27,First Class,150770,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,236.0
